Test Time / s,Unix Time / s,Voltage / V,Current / A,Cycle Count / 1,Ambient Temperature / degC,Power / W,Capacity / %
4380.074505329132,1781181685,3.7,0.0,0,25.0,0.0,100.0
4440.075360059738,1781181745,3.7,0.0,0,25.0,0.0,100.0
4500.076594829559,1781181805,3.7,0.0,0,25.0,0.0,100.0
4560.077299356461,1781181865,3.7,0.0,0,25.0,0.0,100.0
4620.078498125076,1781181925,3.7,0.0,0,25.0,0.0,100.0
4680.0800178050995,1781181985,3.7,0.0,0,25.0,0.0,100.0
4740.081285715103,1781182045,3.7,0.0,0,25.0,0.0,100.0
4800.082389831543,1781182105,3.7,0.0,0,25.0,0.0,100.0
4860.083484888077,1781182165,3.7,0.0,0,25.0,0.0,100.0
4920.0847544670105,1781182225,3.7,0.0,0,25.0,0.0,100.0
4980.086019515991,1781182285,3.7,0.0,0,25.0,0.0,100.0
5040.087350606918,1781182345,3.7,0.0,0,25.0,0.0,100.0
5100.088536262512,1781182405,3.7,0.0,0,25.0,0.0,100.0
5160.089250564575,1781182465,3.7,0.0,0,25.0,0.0,100.0
5220.0904109478,1781182525,3.7,0.0,0,25.0,0.0,100.0
5280.091622591019,1781182585,3.7,0.0,0,25.0,0.0,100.0
5340.092884302139,1781182645,3.7,0.0,0,25.0,0.0,100.0
5400.094405889511,1781182705,3.7,0.0,0,25.0,0.0,100.0
5460.0950655937195,1781182765,3.7,0.0,0,25.0,0.0,100.0
5520.096637964249,1781182825,3.7,0.0,0,25.0,0.0,100.0
5580.097816467285,1781182885,3.7,0.0,0,25.0,0.0,100.0
5640.099331378937,1781182945,3.7,0.0,0,25.0,0.0,100.0
5700.1005709171295,1781183005,3.7,0.0,0,25.0,0.0,100.0
5760.101888895035,1781183065,3.7,0.0,0,25.0,0.0,100.0
5820.1031103134155,1781183125,3.7,0.0,0,25.0,0.0,100.0
5880.10377073288,1781183185,3.7,0.0,0,25.0,0.0,100.0
5940.1044199466705,1781183245,3.7,0.0,0,25.0,0.0,100.0
6000.106176614761,1781183305,3.7,0.0,0,25.0,0.0,100.0
6060.107488155365,1781183365,3.7,0.0,0,25.0,0.0,100.0
6120.108673095703,1781183425,3.7,0.0,0,25.0,0.0,100.0
6180.109713792801,1781183485,3.7,0.0,0,25.0,0.0,100.0
6240.110907077789,1781183545,3.7,0.0,0,25.0,0.0,100.0
6300.112013101578,1781183605,3.7,0.0,0,25.0,0.0,100.0
6360.113205194473,1781183665,3.7,0.0,0,25.0,0.0,100.0
6420.114721536636,1781183725,3.7,0.0,0,25.0,0.0,100.0
6480.115313053131,1781183785,3.7,0.0,0,25.0,0.0,100.0
6540.116257190704,1781183845,3.7,0.0,0,25.0,0.0,100.0
6600.117602825165,1781183905,3.7,0.0,0,25.0,0.0,100.0
6660.118877649307,1781183965,3.7,0.0,0,25.0,0.0,100.0
6720.120151042938,1781184025,3.7,0.0,0,25.0,0.0,100.0
6780.121468067169,1781184085,3.7,0.0,0,25.0,0.0,100.0
6840.1226375103,1781184145,3.7,0.0,0,25.0,0.0,100.0
6900.123210430145,1781184205,3.7,0.0,0,25.0,0.0,100.0
6960.125692605972,1781184265,3.7,0.0,0,25.0,0.0,100.0
7020.126957654953,1781184325,3.7,0.0,0,25.0,0.0,100.0
7080.128111362457,1781184385,3.7,0.0,0,25.0,0.0,100.0
7140.129395723343,1781184445,3.7,0.0,0,25.0,0.0,100.0
7200.130618572235,1781184505,3.7,0.0,0,25.0,0.0,100.0
7260.1317303180695,1781184565,3.7,0.0,0,25.0,0.0,100.0
7320.133568763733,1781184625,3.7,0.0,0,25.0,0.0,100.0
7380.1344158649445,1781184685,3.7,0.0,0,25.0,0.0,100.0
7440.135591745377,1781184745,3.7,0.0,0,25.0,0.0,100.0
7500.136695623398,1781184805,3.7,0.0,0,25.0,0.0,100.0
7560.138025522232,1781184865,3.7,0.0,0,25.0,0.0,100.0
7620.139364242554,1781184925,3.7,0.0,0,25.0,0.0,100.0
7680.140564918518,1781184985,3.7,0.0,0,25.0,0.0,100.0
7740.141885995865,1781185045,3.7,0.0,0,25.0,0.0,100.0
7800.1431477069855,1781185105,3.7,0.0,0,25.0,0.0,100.0
7860.143866062164,1781185165,3.7,0.0,0,25.0,0.0,100.0
7920.145178794861,1781185225,3.7,0.0,0,25.0,0.0,100.0
7980.1465356349945,1781185285,3.7,0.0,0,25.0,0.0,100.0
8040.14773440361,1781185345,3.7,0.0,0,25.0,0.0,100.0
8100.148427963257,1781185405,3.7,0.0,0,25.0,0.0,100.0
8160.149837970734,1781185465,3.7,0.0,0,25.0,0.0,100.0
8220.151081323624,1781185525,3.7,0.0,0,25.0,0.0,100.0
8280.152274370193,1781185585,3.7,0.0,0,25.0,0.0,100.0
8340.152849674225,1781185645,3.7,0.0,0,25.0,0.0,100.0
8400.153777837753,1781185705,3.7,0.0,0,25.0,0.0,100.0
8460.155008792877,1781185765,3.7,0.0,0,25.0,0.0,100.0
8520.156214952469,1781185825,3.7,0.0,0,25.0,0.0,100.0
8580.15736413002,1781185885,3.7,0.0,0,25.0,0.0,100.0
8640.158119678497,1781185945,3.7,0.0,0,25.0,0.0,100.0
8700.159329652786,1781186005,3.7,0.0,0,25.0,0.0,100.0
8760.160432338715,1781186065,3.7,0.0,0,25.0,0.0,100.0
8820.161596536636,1781186125,3.7,0.0,0,25.0,0.0,100.0
8880.16232585907,1781186185,3.7,0.0,0,25.0,0.0,100.0
8940.163944482803,1781186245,3.7,0.0,0,25.0,0.0,100.0
9000.165265798569,1781186305,3.7,0.0,0,25.0,0.0,100.0
9060.166594266891,1781186365,3.7,0.0,0,25.0,0.0,100.0
9120.167865514755,1781186425,3.7,0.0,0,25.0,0.0,100.0
9180.169083833694,1781186485,3.7,0.0,0,25.0,0.0,100.0
9240.170300722122,1781186545,3.7,0.0,0,25.0,0.0,100.0
9300.171550512314,1781186605,3.7,0.0,0,25.0,0.0,100.0
9360.17273926735,1781186665,3.7,0.0,0,25.0,0.0,100.0
